q1,q2,q3,q4,q5,mis1,mis2,mis3,mis4,mis5,sample
6.123,6.722,6.402,5.643,5.747,0.051,0.119,0.186,0.080,0.292,mod
6.918,7.681,6.775,7.479,9.369,0.350,0.117,0.229,0.495,0.224,mod
14.538,13.226,8.183,6.370,7.799,0.011,0.020,0.140,0.163,0.314,mod
7.674,5.844,6.558,6.726,7.525,0.060,0.428,0.166,0.571,0.078,mod
5.999,5.161,7.374,7.052,7.225,0.028,0.154,0.042,0.096,0.467,mod
7.195,13.266,12.728,8.760,7.280,0.019,0.021,0.005,0.071,0.062,mod
11.348,8.172,11.727,15.629,9.007,0.041,0.164,0.049,0.034,0.052,mod
9.862,6.590,7.651,8.205,11.425,0.200,0.539,0.188,0.198,0.133,mod
8.361,13.390,8.579,8.452,8.109,0.006,0.008,0.014,0.016,0.331,mod
11.055,7.109,9.520,11.998,7.685,0.702,0.125,0.017,0.067,0.060,mod
10.100,14.194,13.287,8.373,8.961,0.141,0.002,0.020,0.007,0.003,mod
4.684,5.508,5.511,5.472,5.981,0.113,0.127,0.256,0.034,0.142,mod
7.270,8.861,11.897,11.005,9.524,0.159,0.468,0.047,0.760,0.015,mod
7.433,9.277,9.702,9.479,8.926,0.023,0.039,0.127,0.160,0.019,mod
12.701,11.883,7.221,8.320,10.145,0.053,0.091,0.261,0.234,0.042,mod
12.201,9.003,9.439,9.509,10.959,0.015,0.267,0.064,0.091,0.135,mod
12.285,7.513,10.562,8.638,5.600,0.083,0.166,0.076,0.114,0.409,mod
6.270,6.916,6.325,6.853,10.478,0.173,0.135,0.132,0.158,0.067,mod
6.930,4.583,8.337,6.767,8.346,0.089,0.146,0.038,0.033,0.088,mod
11.271,6.106,6.249,5.971,6.218,0.036,0.031,0.027,0.126,0.021,mod
11.596,12.506,6.656,9.300,7.211,0.026,0.013,0.226,0.086,0.207,mod
7.068,7.260,9.468,13.696,11.419,0.062,0.138,0.091,0.097,0.059,mod
4.989,5.365,4.908,4.281,5.388,0.150,0.206,0.326,0.412,0.319,mod
8.547,7.211,7.634,8.624,8.143,0.082,0.067,0.231,0.276,0.491,mod
14.928,10.447,6.837,9.414,8.733,0.065,0.160,0.391,0.140,0.119,mod
8.719,6.014,10.474,6.946,7.885,0.079,0.058,0.037,0.115,0.029,mod
9.592,6.724,7.360,6.580,7.143,0.222,0.341,0.044,0.375,0.547,mod
9.852,9.019,9.241,11.853,8.823,0.065,0.075,0.509,0.009,0.293,mod
6.232,6.311,5.408,4.896,6.549,0.365,0.132,0.361,0.407,0.127,mod
8.027,6.293,8.031,6.535,6.599,0.056,0.050,0.018,0.019,0.056,mod
11.012,13.072,7.674,5.844,6.558,0.079,0.057,0.060,0.428,0.166,mod
10.368,10.696,10.947,6.928,7.541,0.018,0.067,0.083,0.157,0.168,mod
5.090,6.989,7.590,7.265,6.670,0.503,0.040,0.024,0.046,0.034,mod
8.698,9.743,8.196,8.930,19.291,0.025,0.011,0.036,0.063,0.001,mod
8.308,7.285,8.289,9.721,9.587,0.029,0.024,0.165,0.054,0.036,mod
8.926,5.742,6.269,6.123,6.722,0.125,0.071,0.193,0.051,0.119,mod
11.600,10.055,11.490,14.371,8.407,0.011,0.038,0.108,0.056,0.122,mod
7.347,6.565,8.931,12.928,11.521,0.045,0.134,0.070,0.110,0.127,mod
15.197,13.143,6.894,7.011,6.130,0.015,0.056,0.055,0.058,0.112,mod
11.403,9.063,10.457,11.564,13.793,0.132,0.413,0.162,0.400,0.037,mod
8.367,7.254,6.597,6.319,6.067,0.015,0.082,0.227,0.352,0.344,mod
13.430,10.846,6.608,8.609,16.694,0.094,0.070,0.191,0.229,0.037,mod
10.247,10.820,10.124,8.257,8.428,0.064,0.230,0.064,0.154,0.147,mod
6.912,8.526,10.045,11.247,11.916,0.321,0.311,0.030,0.016,0.009,mod
8.646,7.177,5.000,11.234,14.078,0.110,0.443,0.065,0.000,0.000,mod
10.197,13.899,13.888,8.432,7.274,0.013,0.006,0.010,0.050,0.099,mod
8.027,8.445,5.779,6.680,4.589,0.013,0.075,0.142,0.163,0.030,mod
6.407,6.971,6.342,4.998,6.002,0.239,0.174,0.221,0.418,0.206,mod
6.613,8.820,8.003,7.800,15.954,0.379,0.097,0.238,0.295,0.042,mod
7.918,8.851,11.448,8.952,9.169,0.021,0.210,0.023,0.045,0.095,mod
13.983,12.823,18.783,12.140,16.617,0.040,0.870,0.015,0.087,0.003,mod
5.637,6.547,6.720,9.473,14.764,0.055,0.035,0.037,0.070,0.015,mod
6.872,6.635,6.458,7.197,6.572,0.304,0.137,0.277,0.017,0.102,mod
9.711,10.272,9.636,8.122,7.876,0.004,0.005,0.033,0.024,0.082,mod
8.462,10.001,10.137,6.535,7.252,0.053,0.089,0.092,0.007,0.037,mod
5.257,8.128,8.709,6.548,6.839,0.149,0.016,0.101,0.100,0.171,mod
7.319,9.859,7.975,7.946,13.976,0.354,0.017,0.201,0.397,0.006,mod
7.610,9.088,8.612,8.246,5.521,0.054,0.544,0.114,0.121,0.077,mod
9.205,10.560,12.831,9.452,7.866,0.070,0.378,0.051,0.042,0.118,mod
13.775,9.482,8.087,6.778,7.181,0.026,0.105,0.121,0.210,0.204,mod
5.275,6.357,6.698,7.691,7.311,0.081,0.018,0.028,0.015,0.002,mod
6.924,6.772,5.439,8.229,6.970,0.018,0.130,0.165,0.007,0.273,mod
8.308,7.288,7.583,7.761,7.637,0.218,0.177,0.157,0.152,0.263,mod
5.710,6.264,6.670,8.024,7.278,0.072,0.283,0.192,0.024,0.012,mod
12.555,14.298,12.359,12.628,9.094,0.003,0.011,0.010,0.043,0.012,mod
7.192,7.431,9.311,9.832,9.521,0.365,0.513,0.087,0.080,0.042,mod
9.992,8.426,8.735,7.319,9.859,0.009,0.079,0.022,0.354,0.017,mod
11.455,7.002,10.100,14.194,13.287,0.099,0.401,0.141,0.002,0.020,mod
7.118,6.920,6.798,7.089,6.114,0.125,0.238,0.077,0.036,0.098,mod
6.561,6.239,7.686,7.762,8.723,0.039,0.041,0.206,0.431,0.161,mod
7.319,12.128,17.666,12.866,6.663,0.055,0.029,0.023,0.018,0.007,mod
10.263,7.218,9.022,9.860,6.319,0.020,0.162,0.144,0.075,0.098,mod
7.835,7.377,7.869,7.359,7.646,0.057,0.094,0.125,0.435,0.356,mod
12.523,13.298,16.381,14.527,15.654,0.016,0.064,0.080,0.245,0.023,mod
6.257,6.562,5.716,7.674,8.805,0.083,0.155,0.361,0.121,0.009,mod
10.393,15.465,12.163,5.939,5.445,0.217,0.010,0.059,0.200,0.148,mod
14.273,7.542,8.393,8.131,11.543,0.037,0.035,0.036,0.070,0.084,mod
8.863,11.071,11.012,8.789,7.286,0.033,0.050,0.021,0.077,0.053,mod
12.639,8.652,8.618,7.541,8.553,0.033,0.030,0.092,0.184,0.020,mod
11.506,8.326,8.209,7.661,8.506,0.025,0.021,0.049,0.064,0.079,mod
9.907,10.402,10.841,8.421,8.360,0.045,0.016,0.042,0.323,0.044,mod
8.261,9.243,7.390,9.374,9.420,0.086,0.068,0.181,0.026,0.066,mod
11.289,9.465,10.787,9.348,12.745,0.104,0.158,0.259,0.063,0.009,mod
9.506,6.089,8.154,8.296,6.120,0.111,0.235,0.198,0.143,0.180,mod
8.184,10.117,9.064,9.185,10.643,0.259,0.030,0.037,0.100,0.120,mod
11.014,16.801,9.953,7.782,6.061,0.100,0.023,0.186,0.033,0.059,mod
9.125,10.007,9.470,8.387,5.769,0.059,0.066,0.191,0.084,0.520,mod
11.344,13.584,8.521,6.810,9.517,0.025,0.013,0.027,0.151,0.066,mod
6.797,8.067,7.439,6.959,6.722,0.279,0.206,0.301,0.418,0.218,mod
13.679,11.196,8.197,9.874,9.559,0.028,0.005,0.260,0.111,0.058,mod
7.225,8.342,9.564,8.659,6.572,0.328,0.267,0.160,0.286,0.102,mod
7.041,7.614,5.795,6.482,6.412,0.184,0.027,0.167,0.154,0.091,mod
8.286,8.057,6.996,8.711,12.001,0.014,0.053,0.149,0.047,0.031,mod
17.620,18.585,12.348,8.359,8.716,0.038,0.034,0.141,0.216,0.035,mod
11.629,14.902,10.347,10.758,10.291,0.008,0.006,0.009,0.002,0.047,mod
9.498,12.537,11.422,10.246,11.056,0.230,0.062,0.043,0.638,0.071,mod
11.743,12.850,8.497,8.774,10.158,0.006,0.007,0.580,0.064,0.465,mod
6.078,8.863,11.071,11.012,8.789,0.062,0.033,0.050,0.021,0.077,mod
9.860,8.737,6.345,7.327,5.958,0.087,0.047,0.287,0.210,0.058,mod
7.041,10.508,12.002,6.685,9.662,0.213,0.040,0.005,0.035,0.036,mod
6.184,6.826,6.847,9.405,12.818,0.103,0.039,0.105,0.161,0.051,mod
8.361,7.124,7.659,10.186,12.660,0.063,0.035,0.059,0.102,0.026,mod
7.377,7.869,7.359,7.646,8.377,0.094,0.125,0.435,0.356,0.216,mod
12.441,15.792,14.181,7.350,10.604,0.147,0.016,0.005,0.008,0.055,mod
7.752,8.982,10.753,11.395,9.636,0.130,0.406,0.021,0.054,0.065,mod
12.767,14.055,9.471,13.663,12.414,0.007,0.004,0.213,0.009,0.192,mod
8.866,9.442,6.718,7.806,10.541,0.067,0.046,0.177,0.159,0.065,mod
9.991,7.717,10.678,11.920,9.689,0.048,0.188,0.021,0.017,0.079,mod
14.080,8.748,7.173,4.955,6.932,0.101,0.015,0.417,0.257,0.020,mod
9.297,7.764,7.171,7.435,9.095,0.073,0.187,0.435,0.350,0.253,mod
8.459,7.976,10.937,13.456,11.695,0.395,0.373,0.049,0.092,0.112,mod
9.762,8.011,8.880,7.144,6.561,0.017,0.009,0.002,0.018,0.039,mod
9.130,11.161,10.320,6.611,9.404,0.078,0.669,0.121,0.165,0.082,mod
5.992,7.252,7.019,8.842,10.041,0.293,0.332,0.483,0.173,0.028,mod
9.186,7.613,10.552,12.489,12.029,0.029,0.130,0.027,0.050,0.074,mod
8.306,10.178,9.128,7.977,6.818,0.463,0.071,0.045,0.061,0.154,mod
9.091,8.207,11.585,9.102,8.294,0.022,0.482,0.038,0.091,0.121,mod
9.188,7.312,7.547,7.025,12.439,0.036,0.091,0.139,0.118,0.025,mod
5.396,6.787,5.869,6.736,4.625,0.049,0.042,0.063,0.078,0.104,mod
13.352,5.797,7.983,9.131,9.692,0.076,0.063,0.006,0.009,0.142,mod
5.944,8.669,8.868,11.246,15.845,0.244,0.434,0.066,0.025,0.005,mod
7.511,11.972,12.453,8.940,9.203,0.259,0.031,0.045,0.235,0.249,mod
6.969,7.229,6.466,8.971,6.253,0.444,0.213,0.443,0.051,0.263,mod
6.787,6.642,7.560,7.892,5.355,0.412,0.384,0.213,0.112,0.165,mod
4.880,5.403,9.041,12.918,15.075,0.130,0.259,0.105,0.035,0.032,mod
12.437,9.253,12.716,9.504,9.992,0.022,0.284,0.028,0.207,0.032,mod
7.661,8.506,11.265,12.170,11.290,0.064,0.079,0.023,0.019,0.041,mod
6.553,7.317,5.989,8.958,10.585,0.060,0.114,0.116,0.040,0.046,mod
11.260,7.511,11.972,12.453,8.940,0.027,0.259,0.031,0.045,0.235,mod
8.109,9.468,8.278,9.653,10.967,0.331,0.121,0.856,0.035,0.019,mod
5.844,6.558,6.726,7.525,11.000,0.428,0.166,0.571,0.078,0.008,mod
7.636,10.471,8.876,7.388,11.644,0.089,0.052,0.096,0.327,0.024,mod
7.541,8.553,6.607,7.720,8.537,0.184,0.020,0.348,0.279,0.140,mod
7.300,12.327,10.320,7.426,9.238,0.222,0.005,0.654,0.123,0.124,mod
8.638,4.678,6.516,7.403,3.736,0.061,0.023,0.023,0.020,0.036,mod
5.692,6.320,8.196,9.327,8.183,0.249,0.305,0.068,0.113,0.079,mod
6.296,6.064,6.909,5.678,6.134,0.303,0.383,0.066,0.251,0.086,mod
8.100,8.064,10.327,12.967,9.233,0.026,0.098,0.163,0.013,0.008,mod
9.789,12.807,13.814,18.865,14.548,0.591,0.044,0.047,0.042,0.043,mod
9.027,10.622,8.428,11.348,10.512,0.504,0.152,0.130,0.130,0.021,mod
6.095,11.984,13.275,7.178,8.714,0.505,0.033,0.005,0.130,0.056,mod
9.287,11.314,11.054,8.646,10.420,0.094,0.038,0.095,0.175,0.202,mod
9.888,7.473,7.793,8.972,9.853,0.253,0.021,0.487,0.014,0.689,mod
10.998,8.691,8.252,6.526,6.648,0.069,0.129,0.280,0.391,0.118,mod
10.213,8.263,10.151,10.635,9.501,0.022,0.286,0.143,0.207,0.222,mod
18.832,13.001,7.312,7.257,9.396,0.009,0.197,0.176,0.020,0.018,mod
6.652,7.139,7.628,9.134,9.253,0.289,0.435,0.366,0.010,0.047,mod
10.222,7.823,11.166,11.664,11.943,0.103,0.088,0.012,0.037,0.054,mod
8.809,9.772,8.502,7.050,7.481,0.110,0.041,0.050,0.198,0.033,mod
6.982,5.883,6.460,7.484,7.080,0.190,0.167,0.097,0.067,0.332,mod
6.897,6.919,5.752,7.215,6.257,0.142,0.050,0.221,0.133,0.144,mod
7.173,4.955,6.932,5.131,6.326,0.417,0.257,0.020,0.096,0.118,mod
11.611,13.558,6.092,10.651,9.238,0.049,0.046,0.089,0.136,0.187,mod
13.463,16.089,15.149,13.430,10.846,0.032,0.025,0.073,0.094,0.070,mod
8.936,10.590,8.908,5.994,5.700,0.048,0.102,0.048,0.169,0.205,mod
8.276,8.617,9.012,7.801,9.143,0.025,0.033,0.110,0.333,0.097,mod
8.044,7.407,8.486,8.807,10.087,0.029,0.053,0.069,0.113,0.100,mod
7.492,9.746,11.541,10.019,12.428,0.083,0.293,0.058,0.016,0.033,mod
8.523,11.641,7.639,8.149,6.545,0.473,0.070,0.121,0.069,0.397,mod
7.143,8.147,9.293,6.680,5.451,0.097,0.322,0.207,0.118,0.275,mod
6.892,6.408,6.949,8.427,8.922,0.109,0.142,0.143,0.131,0.168,mod
9.741,12.586,9.592,6.724,7.360,0.112,0.093,0.222,0.341,0.044,mod
4.944,5.832,4.637,4.467,5.298,0.286,0.050,0.207,0.176,0.170,mod
7.868,9.471,7.228,10.434,13.956,0.216,0.192,0.408,0.010,0.008,mod
9.081,10.667,11.517,11.750,12.051,0.117,0.036,0.059,0.083,0.036,mod
7.360,6.580,7.143,6.691,9.357,0.044,0.375,0.547,0.614,0.036,mod
15.954,14.355,9.521,10.930,10.240,0.042,0.083,0.050,0.011,0.039,mod
8.309,8.966,7.258,6.956,6.972,0.349,0.055,0.192,0.113,0.133,mod
10.723,7.461,8.330,7.319,12.128,0.019,0.123,0.054,0.055,0.029,mod
11.629,10.283,13.166,9.732,9.319,0.088,0.332,0.086,0.121,0.018,mod
8.640,7.000,7.539,5.546,5.308,0.059,0.062,0.055,0.114,0.075,mod
6.344,6.013,7.823,5.291,7.440,0.025,0.090,0.010,0.147,0.507,mod
8.807,8.771,8.184,4.713,7.848,0.142,0.164,0.125,0.121,0.075,mod
6.158,10.594,11.461,8.326,11.498,0.059,0.024,0.032,0.057,0.028,mod
11.575,10.728,5.490,6.318,6.305,0.042,0.051,0.071,0.050,0.123,mod
16.336,9.741,9.606,9.888,11.001,0.016,0.081,0.096,0.115,0.001,mod
6.394,6.783,7.555,5.609,5.971,0.408,0.115,0.089,0.057,0.106,mod
9.293,8.887,10.097,13.613,11.201,0.240,0.024,0.092,0.044,0.057,mod
5.708,5.603,7.068,7.260,9.468,0.176,0.317,0.062,0.138,0.091,mod
9.867,12.441,13.135,8.251,9.962,0.045,0.126,0.068,0.138,0.081,mod
9.985,9.208,10.999,7.693,8.720,0.114,0.173,0.212,0.446,0.310,mod
8.063,9.411,8.354,10.119,8.037,0.028,0.016,0.033,0.016,0.012,mod
7.797,7.318,7.129,5.902,8.436,0.137,0.017,0.030,0.066,0.063,mod
8.428,10.597,11.370,7.645,7.757,0.124,0.099,0.035,0.177,0.057,mod
10.350,8.934,13.215,11.626,7.380,0.069,0.414,0.007,0.020,0.028,mod
9.929,11.113,9.010,9.543,10.833,0.369,0.035,0.043,0.071,0.004,mod
21.091,12.637,6.740,6.845,9.777,0.002,0.032,0.169,0.115,0.054,mod
8.585,7.749,9.087,9.151,9.517,0.184,0.258,0.074,0.072,0.005,mod
7.406,9.089,9.506,11.901,9.411,0.416,0.009,0.015,0.024,0.123,mod
8.466,7.630,6.690,7.714,10.018,0.175,0.303,0.142,0.472,0.020,mod
10.327,12.748,18.521,12.586,11.933,0.017,0.019,0.010,0.018,0.185,mod
6.972,7.671,5.618,6.686,8.102,0.133,0.423,0.035,0.316,0.128,mod
13.124,7.145,8.718,8.171,9.632,0.020,0.061,0.047,0.432,0.019,mod
8.998,10.933,10.858,7.901,8.932,0.059,0.040,0.078,0.140,0.066,mod
8.321,7.320,7.591,8.184,8.896,0.146,0.498,0.644,0.241,0.008,mod
5.596,7.143,8.147,9.293,6.680,0.297,0.097,0.322,0.207,0.118,mod
7.481,6.094,10.832,20.155,14.513,0.048,0.217,0.003,0.000,0.001,mod
8.673,8.588,8.420,8.323,12.487,0.276,0.034,0.032,0.420,0.007,mod
6.607,7.720,8.537,11.459,12.630,0.348,0.279,0.140,0.008,0.075,mod
10.577,8.352,9.342,9.537,13.899,0.037,0.077,0.045,0.040,0.026,mod
6.092,10.651,9.238,7.443,6.476,0.089,0.136,0.187,0.352,0.203,mod
8.357,7.939,9.689,8.891,5.804,0.054,0.055,0.050,0.049,0.052,mod
11.180,12.369,9.888,7.473,7.793,0.044,0.043,0.253,0.021,0.487,mod
6.429,6.507,9.027,10.622,8.428,0.673,0.560,0.504,0.152,0.130,mod
6.716,6.195,5.720,6.324,6.371,0.073,0.270,0.122,0.092,0.181,mod
10.404,7.381,6.973,6.604,8.714,0.025,0.313,0.355,0.156,0.052,mod
7.958,9.726,10.948,13.813,9.780,0.422,0.033,0.049,0.055,0.132,mod
5.273,5.281,6.605,8.063,9.411,0.473,0.279,0.009,0.028,0.016,mod
5.523,5.667,7.269,8.113,5.655,0.013,0.142,0.091,0.023,0.070,mod
8.246,10.932,6.098,6.482,7.557,0.017,0.006,0.020,0.071,0.037,mod
11.654,13.660,14.380,14.196,11.851,0.001,0.007,0.002,0.025,0.042,mod
8.244,5.866,6.012,7.771,7.467,0.064,0.066,0.126,0.024,0.267,mod
6.818,6.881,7.880,6.350,7.183,0.154,0.072,0.030,0.047,0.041,mod
7.825,8.250,12.456,11.609,6.618,0.026,0.214,0.017,0.030,0.161,mod
9.242,10.183,9.063,6.505,6.948,0.100,0.053,0.263,0.127,0.109,mod
9.243,7.390,9.374,9.420,6.084,0.068,0.181,0.026,0.066,0.144,mod
6.928,7.541,6.740,7.008,7.694,0.157,0.168,0.222,0.354,0.100,mod
6.831,8.257,8.307,6.694,8.162,0.176,0.076,0.229,0.035,0.038,mod
6.994,8.661,10.711,11.411,7.305,0.272,0.147,0.222,0.105,0.101,mod
7.767,7.690,6.539,8.227,9.778,0.242,0.390,0.483,0.144,0.087,mod
5.650,5.664,5.346,6.419,6.930,0.038,0.080,0.147,0.216,0.089,mod
12.058,8.360,7.919,7.614,5.496,0.026,0.149,0.174,0.149,0.015,mod
7.019,9.636,12.356,9.146,9.265,0.177,0.095,0.016,0.008,0.056,mod
10.790,14.310,7.492,7.510,6.635,0.002,0.005,0.230,0.185,0.157,mod
7.182,8.739,6.292,10.851,15.197,0.058,0.107,0.045,0.093,0.015,mod
10.597,10.467,6.910,6.228,5.537,0.024,0.019,0.217,0.156,0.156,mod
7.100,7.392,7.005,8.250,10.438,0.153,0.422,0.079,0.114,0.009,mod
11.311,10.038,10.613,16.078,22.841,0.032,0.748,0.572,0.037,0.006,mod
7.213,10.418,9.832,5.125,6.038,0.062,0.083,0.118,0.258,0.107,mod
9.260,5.063,4.753,6.146,7.943,0.069,0.406,0.483,0.312,0.113,mod
7.851,9.869,11.354,6.549,6.358,0.013,0.013,0.015,0.098,0.383,mod
8.747,8.748,11.301,10.093,10.830,0.082,0.134,0.106,0.065,0.020,mod
12.552,13.165,7.577,7.701,6.073,0.019,0.020,0.101,0.092,0.064,mod
5.984,7.972,7.336,6.593,5.815,0.041,0.083,0.037,0.152,0.362,mod
8.457,9.296,11.340,10.267,7.346,0.098,0.093,0.039,0.103,0.180,mod
6.434,7.536,7.740,10.569,11.310,0.370,0.337,0.096,0.104,0.090,mod
7.642,7.173,5.975,6.144,7.360,0.013,0.022,0.059,0.328,0.011,mod
6.098,6.482,7.557,8.889,6.794,0.020,0.071,0.037,0.067,0.133,mod
5.926,6.193,5.643,6.062,8.087,0.376,0.062,0.176,0.131,0.234,mod
11.421,10.339,13.561,11.593,11.068,0.009,0.284,0.015,0.051,0.013,mod
5.591,7.592,7.276,8.394,9.936,0.131,0.012,0.012,0.030,0.012,mod
6.433,7.122,5.786,6.432,7.108,0.243,0.109,0.174,0.548,0.582,mod
9.218,9.383,8.509,7.300,12.327,0.047,0.046,0.103,0.222,0.005,mod
7.354,7.430,8.634,7.763,6.904,0.256,0.237,0.008,0.398,0.110,mod
7.440,11.614,16.497,11.503,11.484,0.005,0.012,0.015,0.027,0.045,mod
8.664,6.398,7.398,9.397,10.266,0.019,0.253,0.440,0.100,0.049,mod
12.644,7.259,6.760,7.930,7.774,0.019,0.213,0.156,0.064,0.141,mod
9.392,11.519,5.890,8.634,5.869,0.047,0.027,0.158,0.120,0.126,mod
5.582,8.096,7.145,6.434,9.890,0.228,0.047,0.054,0.241,0.095,mod
5.836,7.386,6.061,4.812,7.147,0.206,0.157,0.029,0.101,0.075,mod
12.325,9.553,9.398,9.842,13.407,0.007,0.038,0.053,0.148,0.082,mod
10.148,11.153,14.536,12.562,7.752,0.198,0.086,0.033,0.035,0.130,mod
6.330,8.126,6.790,8.262,8.369,0.335,0.029,0.172,0.012,0.072,mod
4.678,6.516,7.403,3.736,5.598,0.023,0.023,0.020,0.036,0.057,mod
6.089,7.381,6.483,8.984,7.485,0.048,0.015,0.274,0.131,0.035,mod
5.659,6.182,6.086,7.808,8.105,0.343,0.072,0.148,0.032,0.049,mod
10.243,14.634,12.801,11.756,14.876,0.263,0.039,0.004,0.015,0.006,mod
10.933,9.469,8.669,10.471,7.690,0.008,0.011,0.227,0.011,0.237,mod
11.406,12.956,11.299,8.719,8.584,0.032,0.035,0.170,0.277,0.153,mod
6.072,4.588,5.729,6.565,5.610,0.083,0.363,0.384,0.020,0.030,mod
6.954,7.912,7.765,6.706,5.712,0.488,0.073,0.064,0.102,0.135,mod
10.141,14.868,15.247,12.880,14.956,0.091,0.005,0.050,0.026,0.011,mod
9.123,6.095,11.984,13.275,7.178,0.141,0.505,0.033,0.005,0.130,mod
4.972,4.852,6.206,7.173,6.483,0.102,0.227,0.309,0.250,0.265,mod
6.469,7.799,9.529,6.790,7.544,0.167,0.451,0.023,0.154,0.021,mod
8.189,6.659,8.416,8.339,12.003,0.098,0.037,0.008,0.015,0.022,mod
8.421,9.662,6.843,10.705,11.169,0.129,0.017,0.678,0.072,0.004,mod
8.625,5.051,7.185,8.062,6.983,0.118,0.132,0.014,0.102,0.210,mod
6.817,5.657,4.392,5.052,7.969,0.182,0.197,0.382,0.076,0.009,mod
7.354,6.792,5.912,6.171,6.938,0.144,0.253,0.161,0.144,0.297,mod
7.053,7.100,5.049,5.125,4.799,0.202,0.352,0.168,0.065,0.217,mod
8.012,7.827,9.867,12.441,13.135,0.011,0.060,0.045,0.126,0.068,mod
6.006,5.042,5.671,6.226,8.031,0.125,0.052,0.086,0.180,0.132,mod
7.627,7.195,7.989,10.933,13.074,0.054,0.034,0.288,0.108,0.065,mod
6.432,7.108,10.803,14.093,9.953,0.548,0.582,0.013,0.033,0.133,mod
10.231,10.256,12.791,16.175,21.830,0.007,0.113,0.020,0.016,0.004,mod
13.813,9.780,6.653,6.795,6.676,0.055,0.132,0.223,0.041,0.070,mod
9.816,11.150,5.865,5.933,5.650,0.009,0.097,0.088,0.063,0.232,mod
11.105,11.444,11.802,6.416,7.642,0.013,0.032,0.010,0.271,0.013,mod
7.123,5.777,6.396,7.869,6.654,0.328,0.133,0.158,0.136,0.298,mod
12.898,13.110,9.642,10.243,14.634,0.018,0.021,0.121,0.263,0.039,mod
6.290,9.185,9.711,16.251,18.951,0.110,0.076,0.107,0.031,0.040,mod
8.404,9.799,8.235,7.293,8.158,0.144,0.047,0.131,0.196,0.068,mod
6.979,6.561,5.707,5.952,7.443,0.586,0.483,0.384,0.232,0.045,mod
11.880,7.158,5.718,6.510,8.255,0.075,0.020,0.023,0.089,0.132,mod
8.054,6.587,5.788,6.247,6.734,0.022,0.149,0.373,0.361,0.348,mod
7.447,8.795,9.868,6.652,8.016,0.576,0.528,0.083,0.165,0.003,mod
5.856,7.220,7.065,9.495,10.825,0.203,0.118,0.247,0.026,0.185,mod
5.636,7.023,8.453,7.990,8.223,0.182,0.197,0.040,0.135,0.098,mod
7.663,8.027,6.293,8.031,6.535,0.602,0.056,0.050,0.018,0.019,mod
8.805,7.651,10.588,8.570,11.155,0.009,0.134,0.043,0.306,0.083,mod
6.292,6.157,7.292,11.032,20.694,0.409,0.436,0.081,0.030,0.000,mod
12.866,6.663,6.429,4.627,5.383,0.018,0.007,0.021,0.067,0.055,mod
9.316,9.593,8.313,9.689,11.585,0.181,0.284,0.284,0.039,0.075,mod
6.477,7.181,7.371,7.825,7.578,0.127,0.234,0.031,0.121,0.086,mod
10.049,11.513,14.010,12.124,14.379,0.020,0.037,0.059,0.604,0.001,mod
12.177,9.872,7.935,8.330,10.224,0.073,0.251,0.220,0.303,0.199,mod
8.304,9.525,8.637,9.006,9.395,0.190,0.117,0.328,0.027,0.549,mod
7.343,6.263,6.867,5.964,6.763,0.191,0.247,0.298,0.482,0.108,mod
6.446,9.244,12.240,10.843,10.075,0.328,0.171,0.000,0.000,0.091,mod
4.238,7.859,10.708,9.593,7.566,0.000,0.218,0.000,0.000,0.046,mod
4.833,7.297,5.323,8.343,7.059,0.030,0.011,0.079,0.048,0.036,mod
13.999,18.890,15.854,9.789,8.603,0.108,0.013,0.131,0.426,0.146,mod
9.612,9.424,12.860,19.205,14.621,0.148,0.311,0.069,0.044,0.174,mod
12.051,9.137,9.583,8.709,9.635,0.009,0.116,0.004,0.039,0.016,mod
6.195,5.833,6.161,5.708,6.140,0.138,0.201,0.088,0.115,0.212,mod
8.943,12.689,12.500,8.973,7.452,0.029,0.074,0.046,0.248,0.004,mod
15.979,10.999,11.431,8.470,6.433,0.013,0.469,0.019,0.047,0.243,mod
12.237,13.292,6.871,7.032,6.909,0.075,0.019,0.043,0.073,0.115,mod
7.859,10.708,9.593,7.566,8.213,0.218,0.000,0.000,0.046,0.000,mod
6.950,7.699,7.148,8.927,8.152,0.042,0.019,0.016,0.219,0.150,mod
14.831,17.183,13.122,9.208,9.261,0.031,0.050,0.053,0.059,0.029,mod
4.896,6.395,8.449,12.801,9.839,0.103,0.044,0.140,0.008,0.008,mod
8.449,9.514,8.466,6.845,5.932,0.186,0.115,0.252,0.559,0.110,mod
7.341,4.647,7.172,9.912,11.767,0.045,0.275,0.094,0.038,0.082,mod
10.887,7.634,8.695,7.616,7.911,0.032,0.066,0.043,0.241,0.257,mod
7.486,7.821,9.020,8.463,11.676,0.323,0.255,0.019,0.247,0.023,mod
6.118,5.935,5.564,5.509,7.038,0.080,0.060,0.306,0.105,0.015,mod
6.595,5.315,6.404,6.304,9.101,0.274,0.059,0.066,0.305,0.104,mod
7.234,10.383,7.464,7.912,6.634,0.487,0.044,0.153,0.145,0.269,mod
6.540,5.199,6.997,11.313,14.224,0.064,0.100,0.074,0.056,0.058,mod
11.549,10.300,16.619,13.576,9.779,0.019,0.042,0.060,0.100,0.123,mod
8.209,5.019,5.798,7.222,8.640,0.175,0.144,0.042,0.164,0.059,mod
5.799,6.527,6.727,5.935,7.794,0.033,0.203,0.284,0.577,0.552,mod
